"Story","Title","Result","Date","Stability","Duration (s)"
"Ingresar  opencart y comprar un iphone","El usuario elimina el producto del carrito","SUCCESS","2025-06-27T08:43:31.911-05:00[America/Bogota]","0.0","13.51"
